Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range
0,3814697265625;10,2680709740756;4,76684570312499E-08;1;1;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,401458740234375;10,2880599740251;8,270263671875E-08;1;2;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,42144775390625;10,3080489739747;1,33575439453125E-07;1;3;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,441436767578125;10,3280379739242;2,2174072265625E-07;1;4;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,46142578125;10,3480269738737;3,80645751953125E-07;1;5;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,481414794921875;10,3680159738233;6,610107421875E-07;1;6;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,50140380859375;10,3880049737728;1,11175537109375E-06;1;7;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,521392822265625;10,4079939737223;1,72698974609375E-06;1;8;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,5413818359375;10,4279829736719;2,537841796875E-06;1;9;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,561370849609375;10,4479719736214;3,72222900390625E-06;1;10;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,58135986328125;10,4679609735709;5,2459716796875E-06;1;11;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,601348876953125;10,4879499735205;6,8939208984375E-06;1;12;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,621337890625;10,50793897347;8,3221435546875E-06;1;13;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,641326904296875;10,5279279734195;9,130859375E-06;1;14;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,66131591796875;10,5479169733691;9,1064453125E-06;1;15;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,681304931640625;10,5679059733186;8,4930419921875E-06;1;16;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,7012939453125;10,5878949732681;7,7392578125E-06;1;17;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,721282958984375;10,6078839732177;7,06787109375E-06;1;18;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,74127197265625;10,6278729731672;6,524658203125E-06;1;19;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,761260986328125;10,6478619731167;6,0882568359375E-06;1;20;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,78125;10,6678509730663;5,7373046875E-06;1;21;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,801239013671875;10,6878399730158;5,45654296875E-06;1;22;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,82122802734375;10,7078289729653;5,224609375E-06;1;23;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,841217041015625;10,7278179729149;5,0323486328125E-06;1;24;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,8612060546875;10,7478069728644;4,87579345703125E-06;1;25;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,881195068359375;10,7677959728139;4,74609375E-06;1;26;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,90118408203125;10,7877849727635;4,63836669921875E-06;1;27;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,881195068359375;10,807773972713;4,25079345703125E-06;1;28;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,8612060546875;10,8277629726625;4,00634765625E-06;1;29;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,841217041015625;10,8477519726121;3,8189697265625E-06;1;30;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,82122802734375;10,8677409725616;3,665771484375E-06;1;31;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,801239013671875;10,8877299725111;3,5333251953125E-06;1;32;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,78125;10,9077189724607;3,416748046875E-06;1;33;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,761260986328125;10,9277079724102;3,309326171875E-06;1;34;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,74127197265625;10,9476969723597;3,2073974609375E-06;1;35;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,721282958984375;10,9676859723093;3,10333251953125E-06;1;36;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,7012939453125;10,9876749722588;2,9876708984375E-06;1;37;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,681304931640625;11,0076639722083;2,84881591796875E-06;1;38;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,66131591796875;11,0276529721579;2,65960693359375E-06;1;39;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,641326904296875;11,0476419721074;2,38983154296875E-06;1;40;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,621337890625;11,0676309720569;2,02056884765625E-06;1;41;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,601348876953125;11,0876199720065;1,5655517578125E-06;1;42;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,58135986328125;11,107608971956;1,0784912109375E-06;1;43;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,561370849609375;11,1275979719055;6,0882568359375E-07;1;44;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,5413818359375;11,147586971855;1,632080078125E-07;1;45;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,521392822265625;11,1675759718046;-3,0926513671875E-07;1;46;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,50140380859375;11,1875649717541;-9,04541015625E-07;1;47;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,481414794921875;11,2075539717036;-1,72607421875E-06;1;48;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,46142578125;11,2275429716532;-2,81219482421875E-06;1;49;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,441436767578125;11,2475319716027;-4,039306640625E-06;1;50;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,42144775390625;11,2675209715522;-5,096435546875E-06;1;51;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,401458740234375;11,2875099715018;-5,5938720703125E-06;1;52;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,3814697265625;11,3074989714513;-5,4046630859375E-06;1;53;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,361480712890625;11,3274879714008;-4,8309326171875E-06;1;54;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,34149169921875;11,3474769713504;-4,2279052734375E-06;1;55;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,321502685546875;11,3674659712999;-3,7213134765625E-06;1;56;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,301513671875;11,3874549712494;-3,31787109375E-06;1;57;3,3898214623332E-06;-1,86889103613794E-06;10 µA
0,281524658203125;11,407443971199;-2,998046875E-06;1;58;3,3898214623332E-06;-1,86889103613794E-06;10 µA
