Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range
0,3741455078125;10,0180799747068;7,952880859375E-08;1;1;2,39838547771797E-06;-1,34442373877391E-06;10 µA
0,394134521484375;10,0280749746815;8,270263671875E-08;1;2;2,39838547771797E-06;-1,34442373877391E-06;10 µA
0,41412353515625;10,0380699746563;1,75811767578125E-07;1;3;2,39838547771797E-06;-1,34442373877391E-06;10 µA
0,434112548828125;10,0480649746311;2,113037109375E-07;1;4;2,39838547771797E-06;-1,34442373877391E-06;10 µA
0,4541015625;10,0580599746058;3,85955810546875E-07;1;5;2,39838547771797E-06;-1,34442373877391E-06;10 µA
0,474090576171875;10,0680549745806;5,7373046875E-07;1;6;2,39838547771797E-06;-1,34442373877391E-06;10 µA
0,49407958984375;10,0780499745554;1,0174560546875E-06;1;7;2,39838547771797E-06;-1,34442373877391E-06;10 µA
0,514068603515625;10,0880449745301;1,62200927734375E-06;1;8;2,39838547771797E-06;-1,34442373877391E-06;10 µA
0,5340576171875;10,0980399745049;2,57049560546875E-06;1;9;2,39838547771797E-06;-1,34442373877391E-06;10 µA
0,554046630859375;10,1080349744797;3,7115478515625E-06;1;10;2,39838547771797E-06;-1,34442373877391E-06;10 µA
0,57403564453125;10,1180299744544;5,2764892578125E-06;1;11;2,39838547771797E-06;-1,34442373877391E-06;10 µA
0,594024658203125;10,1280249744292;7,177734375E-06;1;12;2,39838547771797E-06;-1,34442373877391E-06;10 µA
0,614013671875;10,138019974404;9,2803955078125E-06;1;13;2,39838547771797E-06;-1,34442373877391E-06;10 µA
0,634002685546875;10,1480149743787;1,11785888671875E-05;1;14;2,39838547771797E-06;-1,34442373877391E-06;10 µA
0,65399169921875;10,1580099743535;1,2493896484375E-05;1;15;2,39838547771797E-06;-1,34442373877391E-06;10 µA
0,673980712890625;10,1680049743283;1,279296875E-05;1;16;2,39838547771797E-06;-1,34442373877391E-06;10 µA
0,6939697265625;10,177999974303;1,22772216796875E-05;1;17;2,39838547771797E-06;-1,34442373877391E-06;10 µA
0,713958740234375;10,1879949742778;1,1248779296875E-05;1;18;2,39838547771797E-06;-1,34442373877391E-06;10 µA
