Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range
0,364837646484375;10,1959749742576;8,087158203125E-09;1;1;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,38482666015625;10,2959199740053;2,032470703125E-08;1;2;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,404815673828125;10,395864973753;4,40673828125E-08;1;3;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,4248046875;10,4958099735006;9,53063964843751E-08;1;4;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,444793701171875;10,5957549732483;1,97265625E-07;1;5;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,46478271484375;10,695699972996;3,64593505859375E-07;1;6;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,484771728515625;10,7956449727436;5,6396484375E-07;1;7;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,5047607421875;10,8955899724913;8,0047607421875E-07;1;8;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,524749755859375;10,9955349722389;1,26434326171875E-06;1;9;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,54473876953125;11,0954799719866;1,98394775390625E-06;1;10;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,564727783203125;11,1954249717343;2,85675048828125E-06;1;11;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,584716796875;11,2953699714819;3,662109375E-06;1;12;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,604705810546875;11,3953149712296;4,1265869140625E-06;1;13;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,62469482421875;11,4952599709773;4,1259765625E-06;1;14;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,644683837890625;11,5952049707249;3,8323974609375E-06;1;15;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,6646728515625;11,6951499704726;3,4808349609375E-06;1;16;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,684661865234375;11,7950949702202;3,1719970703125E-06;1;17;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,70465087890625;11,8950399699679;2,92327880859375E-06;1;18;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,724639892578125;11,9949849697156;2,7252197265625E-06;1;19;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,74462890625;12,0949299694632;2,5665283203125E-06;1;20;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,764617919921875;12,1948749692109;2,4371337890625E-06;1;21;8,02378517109901E-06;-3,8108967943117E-06;10 µA
0,78460693359375;12,2948199689586;2,33123779296875E-06;1;22;8,02378517109901E-06;-3,8108967943117E-06;10 µA
